Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Q-value	Score	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity not corrected 0	Reporter intensity not corrected 1	Reporter intensity not corrected 2	Reporter intensity not corrected 3	Reporter intensity not corrected 4	Reporter intensity not corrected 5	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Intensity	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Acetyl (K) site IDs	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Acetyl (K) site positions	Deamidation (NQ) site positions	Oxidation (M) site positions
P46425;P19157	P46425;P19157	2;2	2;2	2;2	Glutathione S-transferase P 2;Glutathione S-transferase P 1	Gstp2;Gstp1	>P46425 Glutathione S-transferase P 2 OS=Mus musculus OX=10090 GN=Gstp2 PE=1 SV=2;>P19157 Glutathione S-transferase P 1 OS=Mus musculus OX=10090 GN=Gstp1 PE=1 SV=2	2	2	2	2	13.8	13.8	13.8	23.537	210	210;210	3.67			1	2	0	26.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				278	98;2970	True;True	106;107;3260	159;160;4699	164;165;4832	165;4832	767;768	37;38		82;209	205;207	
P19324	P19324	3	3	3	Serpin H1	Serpinh1	>P19324 Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3	1	3	3	3	6.5	6.5	6.5	46.533	417	417	2.33	3		6		0	21.636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				279	929;2283;2296	True;True;True	1006;1007;2469;2484	1446;1447;1448;1449;1450;1451;3575;3576;3597	1481;1482;1483;1484;1485;1486;1487;3685;3686;3708	1486;3686;3708	769;770;771		113	189;216;286		217
P19536	P19536	3	3	3	Cytochrome c oxidase subunit 5B, mitochondrial	Cox5b	>P19536 Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1	1	3	3	3	28.1	28.1	28.1	13.813	128	128	3.5			3	3	0	70.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				280	32;373;649	True;True;True	32;407;408;705	45;619;620;621;1021;1022	45;639;640;641;1052;1053	45;640;1053	772;773;774		114	73;85;120		126
P19783	P19783	2	2	2	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Cox4i1	>P19783 Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2	1	2	2	2	16	16	16	19.53	169	169	2.5		1	1		0	27.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				281	120;427	True;True	130;469	197;702	202;728	202;728	775;776			29;78		
P19973	P19973	1	1	1	Lymphocyte-specific protein 1	Lsp1	>P19973 Lymphocyte-specific protein 1 OS=Mus musculus OX=10090 GN=Lsp1 PE=1 SV=2	1	1	1	1	3.3	3.3	3.3	36.713	330	330	3			1		0	7.7342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				282	982	True	1064	1539	1578	1578	777			318		
P20029	P20029	3	3	3	78 kDa glucose-regulated protein	Hspa5	>P20029 Endoplasmic reticulum chaperone BiP OS=Mus musculus OX=10090 GN=Hspa5 PE=1 SV=3	1	3	3	3	6.1	6.1	6.1	72.421	655	655	2	1	1	1		0	32.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				283	2385;2525;2610	True;True;True	2578;2762;2853	3733;4002;4122	3853;4126;4247	3853;4126;4247	778;779;780			447;524;652		
P20108	P20108	1	1	1	Thioredoxin-dependent peroxide reductase, mitochondrial	Prdx3	>P20108 Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1	1	1	1	1	3.1	3.1	3.1	28.127	257	257	3			1		0.0099626	5.5015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				284	883	True	956	1379	1414	1414	781			254		
P20152;P03995	P20152	10;1	10;1	8;1	Vimentin	Vim	>P20152 Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=3	2	10	10	8	23.2	23.2	18.5	53.687	466	466;430	2.41	5	3	6	3	0	178.68	4359	13712	16296	4724.4	15973	15596	4359	13712	16296	4724.4	15973	15596	3	3	3	3	3	3	5278200	3				285	863;896;1270;1555;1870;2668;2792;2943;3216;3232	True;True;True;True;True;True;True;True;True;True	936;971;1374;1685;2032;2915;3056;3057;3230;3528;3548	1348;1400;1996;2467;2468;2972;4211;4416;4417;4418;4419;4654;4655;5083;5084;5110;5111	1383;1435;2059;2546;2547;3069;4337;4546;4547;4548;4549;4785;4786;5224;5225;5251;5252	1383;1435;2059;2547;3069;4337;4546;4785;5225;5252	52;782;783;784;785;786;787;788	39		104;120;168;294;313;402;439;445	166	
P20444	P20444	1	1	1	Protein kinase C alpha type	Prkca	>P20444 Protein kinase C alpha type OS=Mus musculus OX=10090 GN=Prkca PE=1 SV=3	1	1	1	1	1.3	1.3	1.3	76.851	672	672	2		1			0.0066225	5.6646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				286	741	True	802	1163	1196	1196	789			615		
P20664	P20664	1	1	1	DNA primase small subunit	Prim1	>P20664 DNA primase small subunit OS=Mus musculus OX=10090 GN=Prim1 PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	49.295	417	417	4				1	0.0023529	6.1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				287	2178	True	2362	3442	3551	3551		163;164			100;102	
P21107	P21107	7	7	3	Tropomyosin alpha-3 chain	Tpm3	>P21107 Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=3	1	7	7	3	18.6	18.6	6.7	32.994	285	285	2.73	2	3	2	4	0	52.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				288	194;614;615;647;2078;2967;3067	True;True;True;True;True;True;True	209;666;667;702;703;2258;3257;3368	305;971;972;973;1015;1016;1017;1018;3291;4696;4848	311;1001;1002;1003;1046;1047;1048;1049;3398;4829;4986	311;1001;1003;1047;3398;4829;4986	67;70;790;791;792;793			137;153;162;214;221;249		
P21278	P21278	2	2	2	Guanine nucleotide-binding protein subunit alpha-11	Gna11	>P21278 Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus OX=10090 GN=Gna11 PE=1 SV=1	1	2	2	2	7	7	7	42.024	359	359	2		3			0	27.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				289	1527;3647	True;True	1655;3991	2418;2419;5708	2494;2495;5862	2494;5862	794;795			72;107		
P21279;P30677	P21279	4;1	4;1	4;1	Guanine nucleotide-binding protein G(q) subunit alpha	Gnaq	>P21279 Guanine nucleotide-binding protein G(q) subunit alpha OS=Mus musculus OX=10090 GN=Gnaq PE=1 SV=4	2	4	4	4	10	10	10	42.158	359	359;355	2.5	1	1	1	1	0	28.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				290	1528;1582;1686;3641	True;True;True;True	1656;1718;1836;3985	2420;2514;2689;5700	2496;2594;2781;5854	2496;2594;2781;5854	796;797;798;799			72;102;107;276		
P45377;P21300	P45377;P21300	1;1	1;1	1;1	Aldose reductase-related protein 2;Aldose reductase-related protein 1	Akr1b8;Akr1b7	>P45377 Aldose reductase-related protein 2 OS=Mus musculus OX=10090 GN=Akr1b8 PE=1 SV=2;>P21300 Aldose reductase-related protein 1 OS=Mus musculus OX=10090 GN=Akr1b7 PE=1 SV=4	2	1	1	1	2.5	2.5	2.5	36.12	316	316;316	4				1	0.0094103	5.5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				291	2274	True	2460	3563	3673	3673	800	40		173	172	
P21447	P21447	1	1	1	Multidrug resistance protein 1A	Abcb1a	>P21447 Multidrug resistance protein 1A OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3	1	1	1	1	0.8	0.8	0.8	140.64	1276	1276	1	1				0	7.3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				292	3716	True	4072	5818	5975	5975	801			281		
P21614	P21614	1	1	1	Vitamin D-binding protein	Gc	>P21614 Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2	1	1	1	1	2.5	2.5	2.5	53.6	476	476	2		2			0	7.8887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				293	525	True	569;570	829;830	858;859	859	802		115	444		441
P21619	P21619	7	6	6	Lamin-B2	Lmnb2	>P21619 Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2 PE=1 SV=2	1	7	6	6	10.7	9.2	9.2	67.317	596	596	2.29	2	2	2	1	0	46.462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				294	76;256;668;1600;1869;2143;3434	True;True;True;True;False;True;True	78;276;726;1738;2031;2326;3762	105;106;421;1050;2542;2971;3390;5403	106;107;436;1081;2623;3068;3499;5551	107;436;1081;2623;3068;3499;5551	640;803;804;805;806;807;808			59;128;164;173;268;286;371		
P21981	P21981	3	3	3	Protein-glutamine gamma-glutamyltransferase 2	Tgm2	>P21981 Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4	1	3	3	3	6	6	6	77.06	686	686	2.6		2	3		0	83.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				295	521;2690;3071	True;True;True	565;2939;3373	823;824;4241;4861;4862	852;853;4367;5000;5001	852;4367;5001	809;810;811			414;589;648		
P22315	P22315	1	1	1	Ferrochelatase, mitochondrial	Fech	>P22315 Ferrochelatase, mitochondrial OS=Mus musculus OX=10090 GN=Fech PE=1 SV=2	1	1	1	1	2.4	2.4	2.4	47.13	420	420	4				1	0	6.4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				296	3197	True	3507	5055	5196	5196	812			412		
P22907	P22907	1	1	1	Porphobilinogen deaminase	Hmbs	>P22907 Porphobilinogen deaminase OS=Mus musculus OX=10090 GN=Hmbs PE=1 SV=2	1	1	1	1	2.5	2.5	2.5	39.344	361	361	4				1	0.0035945	5.8799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				297	1500	True	1622	2371	2447	2447	813			74		
P23116	P23116	1	1	1	Eukaryotic translation initiation factor 3 subunit A	Eif3a	>P23116 Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5	1	1	1	1	0.5	0.5	0.5	161.93	1344	1344	2		1			0.005457	5.7348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				298	183	True	198	293	298;299	299	814			747		
P23198	P23198	2	2	2	Chromobox protein homolog 3	Cbx3	>P23198 Chromobox protein homolog 3 OS=Mus musculus OX=10090 GN=Cbx3 PE=1 SV=2	1	2	2	2	14.8	14.8	14.8	20.855	183	183	2.5		1	1		0	27.445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				299	2048;2983	True;True	2228;3273	3252;4717	3356;4850	3356;4850	815;816			21;103		
P23506	P23506	1	1	1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	Pcmt1	>P23506 Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=3	1	1	1	1	5.3	5.3	5.3	24.634	227	227	2		1			0	8.1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				300	805	True	869	1257	1291	1291	817			124		
P24270	P24270	10	10	10	Catalase	Cat	>P24270 Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4	1	10	10	10	19.9	19.9	19.9	59.795	527	527	2.94		6	5	5	0	179.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				301	170;316;399;933;2464;2853;3108;3136;3370;3712	True;True;True;True;True;True;True;True;True;True	184;344;345;438;439;1011;2693;2694;3127;3413;3444;3694;4067	273;527;528;529;660;661;662;1458;3909;3910;4506;4918;4919;4971;5314;5811	278;542;543;544;682;683;684;1495;4031;4032;4636;5057;5058;5112;5460;5968	278;543;684;1495;4032;4636;5058;5112;5460;5968	818;819;820;821;822;823;824;825;826;827	41;165	116	98;105;237;243;430;449;476;480;504;522	471;481	519
P24369	P24369	2	2	2	Peptidyl-prolyl cis-trans isomerase B	Ppib	>P24369 Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2	1	2	2	2	9.7	9.7	9.7	23.713	216	216	2	1		1		0	19.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				302	1023;1049	True;True	1107;1133	1604;1642	1643;1682	1643;1682	828;829			89;116		
P24472	P24472	3	2	2	Glutathione S-transferase A4	Gsta4	>P24472 Glutathione S-transferase A4 OS=Mus musculus OX=10090 GN=Gsta4 PE=1 SV=3	1	3	2	2	13.5	9.9	9.9	25.564	222	222	3.67			1	2	0	12.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				303	1609;1729;1927	True;False;True	1748;1880;2098	2557;2558;2749;3061	2640;2641;2841;3161	2641;2841;3161	830;831;832			195;196;205		
P24527	P24527	2	2	2	Leukotriene A-4 hydrolase	Lta4h	>P24527 Leukotriene A-4 hydrolase OS=Mus musculus OX=10090 GN=Lta4h PE=1 SV=4	1	2	2	2	2.8	2.8	2.8	69.05	611	611	2		2			0	12.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				304	2172;2901	True;True	2356;3182	3432;4587	3541;4717	3541;4717	833;834			337;434		
P24549	P24549	6	5	3	Retinal dehydrogenase 1	Aldh1a1	>P24549 Retinal dehydrogenase 1 OS=Mus musculus OX=10090 GN=Aldh1a1 PE=1 SV=5	1	6	5	3	9.6	8	4	54.467	501	501	2.12	2	4	1	1	0	41.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				305	593;687;948;1546;3070;3564	True;True;True;True;True;False	645;746;1026;1676;3372;3905	936;937;1084;1480;1481;2450;2451;4860;5593	966;967;1115;1517;1518;2529;2530;4999;5745	967;1115;1518;2529;4999;5745	227;228;835;836;837			260;362;367;412;419		
P24788	P24788	1	1	1	Cyclin-dependent kinase 11B	Cdk11b	>P24788 Cyclin-dependent kinase 11B OS=Mus musculus OX=10090 GN=Cdk11b PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	91.512	784	784	1	1				0	6.3522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				306	3101	True	3405	4909	5048	5048	838			456		
P24815	P24815	1	1	1	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1;3-beta-hydroxy-Delta(5)-steroid dehydrogenase;Steroid Delta-isomerase	Hsd3b1	>P24815 3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 OS=Mus musculus OX=10090 GN=Hsd3b1 PE=1 SV=3	1	1	1	1	3.8	3.8	3.8	42.062	373	373	1	1				0	9.0607	243.23	1205.6	1000.5	245.11	1138.5	1107.1	243.23	1205.6	1000.5	245.11	1138.5	1107.1	1	1	1	1	1	1	1075400	1				307	505	True	548	801	830	830						
P25911	P25911	2	2	2	Tyrosine-protein kinase Lyn	Lyn	>P25911 Tyrosine-protein kinase Lyn OS=Mus musculus OX=10090 GN=Lyn PE=1 SV=4	1	2	2	2	3.5	3.5	3.5	58.812	512	512	1	2				0	15.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				308	839;1451	True;True	910;1568	1314;2291	1348;2366	1348;2366	839;840			213;248		
P26039	P26039	14	14	11	Talin-1	Tln1	>P26039 Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2	1	14	14	11	5.8	5.8	4.6	269.82	2541	2541	2.67	7		11	6	0	118.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				309	63;104;281;693;1367;1493;1724;1860;1990;2304;2390;3094;3217;3298	True;True;True;True;True;True;True;True;True;True;True;True;True;True	64;113;306;752;1475;1614;1875;2022;2168;2492;2584;2585;2586;3398;3529;3616	86;168;466;467;1095;2143;2360;2361;2742;2743;2960;2961;3173;3608;3609;3740;3741;3742;3743;3744;4901;5085;5202;5203	86;173;481;482;1126;2213;2436;2437;2834;2835;3057;3058;3276;3719;3720;3860;3861;3862;3863;3864;5040;5226;5344;5345	86;173;481;1126;2213;2437;2834;3057;3276;3720;3861;5040;5226;5345	841;842;843;844;845;846;847;848;849;850;851;852;853;854;855	166	117;118	156;196;256;284;428;910;1170;1522;1645;1947;2021;2322;2327;2454;2464	906	289;899
P26040	P26040	10	4	4	Ezrin	Ezr	>P26040 Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3	1	10	4	4	13	6.3	6.3	69.406	586	586	3		1	3	1	0	25.456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				310	236;808;924;985;1659;1712;1920;2309;2512;2819	False;True;True;False;False;True;False;True;False;False	256;872;1000;1067;1803;1863;2090;2091;2497;2747;2748;3085;3086	390;1260;1261;1435;1544;1545;2643;2723;3050;3051;3052;3614;3979;3980;3981;4455;4456;4457	404;1294;1295;1470;1583;1584;2732;2815;3150;3151;3152;3725;4102;4103;4104;4585;4586;4587	404;1295;1470;1583;2732;2815;3151;3725;4103;4587	856;857;858;859;860;861;862;863	42	119;120	79;139;143;253;258;263;296;357	251	141;305
P26041	P26041	16	16	10	Moesin	Msn	>P26041 Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3	1	16	16	10	22.7	22.7	15.9	67.766	577	577	2.07	12	8	2	6	0	117.24	3655.7	3691.5	3376	2787.6	2979.4	2538	3655.7	3691.5	3376	2787.6	2979.4	2538	1	1	1	1	1	1	10419000	1				311	44;236;262;752;844;985;1422;1659;1920;1997;2060;2289;2512;2716;2819;3656	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	45;256;284;815;915;1067;1536;1803;2090;2091;2175;2176;2177;2240;2476;2747;2748;2967;3085;3086;4001	61;390;435;1184;1319;1320;1544;1545;2239;2643;3050;3051;3052;3180;3181;3182;3183;3266;3584;3979;3980;3981;4277;4455;4456;4457;5721;5722	61;404;450;1217;1353;1354;1583;1584;2310;2732;3150;3151;3152;3283;3284;3285;3286;3370;3694;4102;4103;4104;4403;4585;4586;4587;5875;5876	61;404;450;1217;1354;1583;2310;2732;3151;3285;3370;3694;4103;4403;4587;5875	858;859;861;863;864;865;866;867;868;869;870;871;872;873	42	120;121;122;123;124	64;79;139;165;253;258;263;296;316;350;359;388;501;538	251	305;348;499;543;549
P26043	P26043	8	2	2	Radixin	Rdx	>P26043 Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=3	1	8	2	2	10.5	3.8	3.8	68.542	583	583	2.5	1			1	0	15.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				312	236;814;985;1659;1920;2023;2512;2819	False;True;False;False;False;True;False;False	256;881;1067;1803;2090;2091;2203;2747;2748;3085;3086	390;1275;1544;1545;2643;3050;3051;3052;3217;3979;3980;3981;4455;4456;4457	404;1309;1583;1584;2732;3150;3151;3152;3320;4102;4103;4104;4585;4586;4587	404;1309;1583;2732;3151;3320;4103;4587	858;859;861;863;874;875	42	120	79;253;258;263;296;544	251	305
P26231;Q61301	P26231	7;2	7;2	7;2	Catenin alpha-1	Ctnna1	>P26231 Catenin alpha-1 OS=Mus musculus OX=10090 GN=Ctnna1 PE=1 SV=1	2	7	7	7	7.6	7.6	7.6	100.11	906	906;953	2.44	2	3	2	2	0	70.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				313	197;285;873;1220;2608;2850;2949	True;True;True;True;True;True;True	212;310;946;1321;2851;3124;3236	308;309;471;472;1362;1931;4120;4503;4663	314;315;486;487;1397;1993;4245;4633;4794	315;487;1397;1993;4245;4633;4794	876;877;878;879;880;881;882			120;181;417;697;737;747;842		
P26369	P26369	2	2	2	Splicing factor U2AF 65 kDa subunit	U2af2	>P26369 Splicing factor U2AF 65 kDa subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=3	1	2	2	2	5.3	5.3	5.3	53.516	475	475	3			3		0	22.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				314	1000;3606	True;True	1082;3949	1568;1569;5650	1607;1608;5804	1607;5804	883;884			70;462		
P26443	P26443	8	8	8	Glutamate dehydrogenase 1, mitochondrial	Glud1	>P26443 Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1	1	8	8	8	12.4	12.4	12.4	61.336	558	558	1.94	7	7	2	2	0	96.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				315	114;979;1007;1570;2348;2360;2758;3092	True;True;True;True;True;True;True;True	123;1061;1089;1704;2538;2550;3015;3016;3395;3396	181;1536;1578;2493;2494;3677;3678;3694;3695;4366;4367;4368;4369;4895;4896;4897;4898;4899	186;1575;1617;2573;2574;3794;3795;3811;3812;4496;4497;4498;4499;5034;5035;5036;5037;5038	186;1575;1617;2574;3795;3811;4499;5034	885;886;887;888;889;890;891;892	167	125;126	84;90;187;191;211;390;457;527	387	207;526
P26516	P26516	1	1	1	26S proteasome non-ATPase regulatory subunit 7	Psmd7	>P26516 26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus OX=10090 GN=Psmd7 PE=1 SV=2	1	1	1	1	3.1	3.1	3.1	36.539	321	321	4				1	0.0055059	5.7612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				316	1195	True	1293	1895	1957	1957	893			204		
P26638	P26638	1	1	1	Serine--tRNA ligase, cytoplasmic	Sars	>P26638 Serine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Sars PE=1 SV=3	1	1	1	1	1.4	1.4	1.4	58.388	512	512	4				1	0.0099502	5.5004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				317	2241	True	2427	3526	3636	3636	894			57		
P26883	P26883	1	1	1	Peptidyl-prolyl cis-trans isomerase FKBP1A	Fkbp1a	>P26883 Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2	1	1	1	1	9.3	9.3	9.3	11.922	108	108	1	2				0	9.6253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				318	978	True	1060	1534;1535	1573;1574	1573	895			53		
P27005	P27005	1	1	1	Protein S100-A8	S100a8	>P27005 Protein S100-A8 OS=Mus musculus OX=10090 GN=S100a8 PE=1 SV=3	1	1	1	1	13.5	13.5	13.5	10.294	89	89	1.5	2	2			0	13.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				319	3395	True	3720	5345;5346;5347;5348	5491;5492;5493;5494;5495	5493	896;897			84;88		
P27046;Q8BRK9	P27046;Q8BRK9	1;1	1;1	1;1	Alpha-mannosidase 2;Alpha-mannosidase 2x	Man2a1;Man2a2	>P27046 Alpha-mannosidase 2 OS=Mus musculus OX=10090 GN=Man2a1 PE=1 SV=2;>Q8BRK9 Alpha-mannosidase 2x OS=Mus musculus OX=10090 GN=Man2a2 PE=1 SV=2	2	1	1	1	0.6	0.6	0.6	131.63	1150	1150;1152	4				1	0.0023456	6.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				320	3413	True	3738	5369	5516	5516	898			318		
P27659	P27659	5	5	5	60S ribosomal protein L3	Rpl3	>P27659 60S ribosomal protein L3 OS=Mus musculus OX=10090 GN=Rpl3 PE=1 SV=3	1	5	5	5	9.4	9.4	9.4	46.109	403	403	3.25	1	1	1	5	0	30.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				321	99;100;184;442;1978	True;True;True;True;True	108;109;199;484;2154;2155	161;162;163;294;721;3151;3152;3153	166;167;168;300;747;3253;3254;3255	167;168;300;747;3254	899;900;901;902;903	168	127;128	132;154;349;362;393	354	153;389
P27661	P27661	2	1	1	Histone H2AX	H2afx	>P27661 Histone H2AX OS=Mus musculus OX=10090 GN=H2afx PE=1 SV=2	1	2	1	1	11.2	4.9	4.9	15.142	143	143	4				1	0.0054422	5.7276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				322	112;1756	False;True	121;1910	179;2785	184;2878	184;2878	904			37		
P27773	P27773	9	9	9	Protein disulfide-isomerase A3	Pdia3	>P27773 Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2	1	9	9	9	16.4	16.4	16.4	56.678	505	505	2.88	1	4	8	4	0	115.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				323	632;911;1095;1727;2548;3085;3114;3285;3679	True;True;True;True;True;True;True;True;True	686;987;1180;1878;2786;3387;3419;3603;4027	995;996;1420;1421;1711;2747;4032;4033;4882;4883;4884;4925;4926;5183;5184;5755;5756	1025;1026;1027;1455;1456;1759;2839;4156;4157;5021;5022;5023;5064;5065;5066;5325;5326;5909;5910	1025;1456;1759;2839;4156;5021;5064;5325;5910	905;906;907;908;909;910;911;912;913			82;129;146;218;225;289;415;417;494		
P27808	P27808	1	1	1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Mgat1	>P27808 Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Mus musculus OX=10090 GN=Mgat1 PE=1 SV=1	1	1	1	1	1.6	1.6	1.6	51.69	447	447	2		1			0.0072512	5.661	9341.8	9193.1	8578.6	9385	9335.2	9002.4	9341.8	9193.1	8578.6	9385	9335.2	9002.4	1	1	1	1	1	1	21348000	1				324	1192	True	1290	1890	1952	1952						
P28271	P28271	1	1	1	Cytoplasmic aconitate hydratase	Aco1	>P28271 Cytoplasmic aconitate hydratase OS=Mus musculus OX=10090 GN=Aco1 PE=1 SV=3	1	1	1	1	1.3	1.3	1.3	98.124	889	889	3			1		0	6.4376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				325	2833	True	3103	4477	4607	4607	914		129	379		385
P28352	P28352	1	1	1	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	Apex1	>P28352 DNA-(apurinic or apyrimidinic site) lyase OS=Mus musculus OX=10090 GN=Apex1 PE=1 SV=2	1	1	1	1	3.5	3.5	3.5	35.49	317	317	4				2	0	14.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				326	3271	True	3589	5164;5165	5306;5307	5307	915			57		
